Book_No,Title,Sub_Title,Author,Translator,Class_3,Class_2,Class_1,Publisher,Year_1st_Pub,Year_This_Ed,Place,Edition_No,Pages,Keywords,ISBN,Language,Synopsis,Price,Notes,Title_XRef,Author_XRef,Medium,Size,Status,Check,Subject,
3457,Flowing Traces,Buddhism in the Literary and Visual Arts of Japan,Sanford et al (Editors),,,SAN,Q5o,Princeton University Press,1992,1992,New Jersey,,275,Japanese Literature History Art,691073651,,,,,,,Book,,29/01/2004,,,
L3155,Three Tibetan Mystery Plays,Tchrimekundan Nansal Djroazanmo as performed in the Tibetan Monasteries,Woolf H.I (Trans),Woolf H.I,,WOO,Q6a6,George Routledge & Sons Ltd.,,,Edinburgh,1st,268,,,English,,,,,,,,,,,
L4672,Goetter des Himalaya (Die),Buddhistische Kunst Tibets,"Essen, Gerd-Wolfgang",,OS,ESS,Q6t,Prestel-Verlag,1989,,Munich,,,,3-7913-0994-3,,The Gods of the Himalayas:  Buddhist Art of Tibet,,,,,Book,,,,,
L4431,Die Umribpausen der Tempelfreskon von Tsaparang,Ergebnisse der Tibetexpedition,Govinda (Lama Anagarika),,OS,GOV,Q6t,,1997,,Munchen,,,,,,,,,,,Book,,,,Line drawings,
1096,Dieux Et Demons De L'Himalaya,Art du Bouddhisme Lamaique,"Auboyer, Jeannine (Ed)",,,AUB,Q6t0,Secretariat d'Etat a la Culture,1977,1977,Paris,,315,,2-7118-0058-,French,Mainly Tibetan Buddhist Art,,,,,Book,,,,,
L2023,Het Tibetaanse Tantra Kleurboek,,"Bakker, Bert",,OS,BAK,Q6t0,Uitgeverij,1972,1973,Amsterdam,,,,90 6019 267,Dutch,A colouring book of Tibetan iconography,,,,,Book,,,,,
L2024,Visual Dharma,The Buddhist Art of Tibet,Chogyam Trungpa,,,CHO,Q6t0,Shambhala,1975,1975,California,,142,,0-87773-075-,Dutch,,,,,,Book,,,,,
2025,Tibetan Art,,"Jisl, Lumir",Ilse GotTheiner,,JIS,Q6t0,Spring Books,,,London,,111,,,English,,,,,,Book,,,,,
2011,Tibetan Art,,"Lowry, John",,,LOW,Q6t0,HMSO,1973,1973,London,,111,,11 290109 3,English,Tibetan art in the Victoria and Albert Museum,,,,,Book,,,,,
L2012,Mystic Art of Ancient Tibet,,"Olschak, B. C. & Geshe Wangyal",,OS,OLS,Q6t0,George Allen & Unwin,1973,1973,London,,224,,0 04 709015,English,Translated from German,,,,,Book,,,,,
L1115,Wisdom and Compassion,The Sacred Art of Tibet,"Rhie, M. M. & Thurman R A F",,OS,RHI,Q6t0,Harry N. Abrams Inc,1991,1991,New York,,405,,0-939117-04-,English,Many colour plates,,,,,Book,,,,,
M1603,Wisdom and Compassion,The Sacred Art of Tibet,"Rhie, M. M. & Thurman R A F",,OS,RHI,Q6t0,Royal Academy of Arts,1991,1992,London,,412,,0-8109-2526-,English,Many colour plates,,,,,Book,,,,,
1098,Sacred Art of Tibet,,Tarthang Tulku,,,TAR,Q6t0,Dharma Publishing,1972,1974,California,,,,0-913546-00-,English,Monochrome photographs,,,,,Book,,,,,
4981,Sacred Art of Tibet,,Tarthang Tulku,,,TAR,Q6t0,Dharma Publishing,1972,1974,California,,93,,0-913546-00-,English,Monochrome photographs,,,,,Book,,,,,
L2193,Concise Tibetan Art Book,,"Thaye, Pema Namdol",,OS,THA,Q6t0,Pema Namdol Thaye,1987,1987,Kalimpong,1st,276,Tantra painting thanka,,English/Tibetan,Methods for constructing a variety of Tantric images with commentary largely in Tibetan with some English.,,,,,Book,,,,,
4459,Stupa and its Technology,A Tibeto-Buddhist Perspective,"Dorjee, Pema",,,DOR,Q6t1,,1996,,,,,,8120813014,,,,,,,Book,,,,,
L3519,Buddha's Art of Healing (The),Tibetan paintings rediscovered,Avedon et al,,OS,AVE,Q6t31,Rizzoli,1998,,New York,,198,Tibetan Medicine,847820904,,,,,,,Book,,07/04/2004,,,
L4774,Sacred Art of Tibet 1995 Exhibition Vol 2,,Dharma Publishing,,OS,DHA,Q6t31,Dharma Publishingq,1995,1995,California,1st,,,0-89800-278-8,,,,,,,Book,,,,,
L4773,Sacred Art of Tibet 1995 Exhibition Vol I,,Dharma Publishing,,OS,DHA,Q6t31,Dharma Publishing,1995,1995,California,1st,,limited edition,0-89800-278-8,,,,,,,Book,,,,,
846,Ti-Me-Kun-Dan,Prince of Buddhist Benevolence,"Morrison, Millicent H. (Trans.)",Morrison -Millicent H.,,MOR,Q6t6,John Murray,1925,1925,London,,128,,,English,A Tibetan 'Mystery Play' in translation,,,,,Book,,,,,
L1869,First Thought Best Thought - 108 Poems,,Chogyam Trungpa,,,CHO,Q6t7,Shambhala,1983,1983,Colorado,,195,,0-394-73269-,English,Trungpa's poetry,,,,,Book,,,,,
L2995,First Thought Best Thought - 108 Poems,,Chogyam Trungpa,,,CHO,Q6t7,Shambhala,1983,1983,Boulder,1st,195,,087773092X,English,Anthology of poetry by Trungpa,8.95,,,,Book,23,24/12/1998,,Poetry - Tibetan,
L4962,Mudra,,Chogyam Trungpa,,,CHO,Q6t7,Shambala,1972,1972,London,,105,,0-87773-032-,English,"Poems, songs etc. by Trungpa, mainly in English",,,,,Book,,,,,
L653,Mudra,,Chogyam Trungpa,,,CHO,Q6t7,Shambala,1972,1972,London,,105,,0-87773-032-,English,Poems songs etc. by Trungpa mainly in English,,,,,Book,,,,,
L3599,Timely Rain,Selected Poetry of Chogyam Trungpa,Chogyam Trungpa,,,CHO,Q6t7,Shambhala,1972,1998,Boston,3rd,212,,1570621748,,,,,,,Book,,24/08/2004,,,
M4436,Songs of Love Poems of Sadness,The Erotic Verse of the Sixth Dalai Lama,"Williams, Paul",,,WIL,Q6t7,I.B. Tauris & Co. Ltd,2004,,USA,,,,185043,,,,,,,Book,,,,,
3631,Tibetan Literature,Studies in genre,Cabezon & Jackson (Ed),,,CAB,Q6t8,Snow Lion Publications,1996,,Ithaca,,549,,1559390441,,,,,,,Book,,14/09/2004,,,
763,Buddha's Law Among the Birds (The),,"Conze, Edward (Trans)",Conze - Edward,,CON,Q6t8,Bruno Cassirer,1955,1955,Oxford,,65,,,English,,,,,,Book,,,,,
764,Buddha's Law Among the Birds (The),,"Conze, Edward (Trans)",Conze - Edward,,CON,Q6t8,Bruno Cassirer,1955,1955,Oxford,,65,,,English,,,,,,Book,,,,,
765,Buddha's Law Among the Birds (The),,"Conze, Edward (Trans)",Conze - Edward,,CON,Q6t8,Bruno Cassirer,1955,1975,Oxford,,65,,,English,,,,,,Book,,,,,
3096,Buddha's Law Among the Birds (The),,"Conze, Edward (Trans)",,,CON,Q6t8,Motilal Barnarsidass,1955,1955,New Delhi,1st,65,,8120801989,English,Folk tale concerning the Buddha as a cuckoo teaching Dharma to the oTher birds. ,,Bya chos rin-chen,p,,Book,23,02/09/1999,,Tibetan folklore,
1160,Tibetan Tales,Stories From the Dsangs Blun,"Gordon, Antoinette K.",Gordon -Antoinette K.,,GOR,Q6t8,Luzac & Company,1953,1953,London,,72,,,English,,,,,,Book,,,,,
607,Tibetan Folk Tales,,"Hyde-Chambers, Fredrick & Audry",,,HYD,Q6t8,Shambhala Publications Inc.,1981,1981,Boulder,,186,,0-87773-215-,English,,,,,,Book,,,,,
1765,Tibetan Folk Tales,,"Hyde-Chambers, Fredrick & Audry",,,HYD,Q6t8,Shambhala Publications,1981,1981,Colorado,,186,,0-394-74886-,English,,,,,,Book,,,,,
L3630,Tale of the Incomporable Prince (the),Tshe Ring Dbang Rgyal,"Newman, Beth",,,NEW,Q6t8,Harper Collins,,1996,,1st,319,,0-06-017400-5,English,,,,,,,,,,,
L3350,Mandala Gardens,Inspired by Tarthang Tulku,Unknown,,OS,UNK,Q6t9,Dharma Publishing,1991,1991,Oakland,,115,,945798652,,,,,,,Book,,01/01/2004,,,
3489,Zlos-Gar,Commemorative issue on ... 25th anniversary of the founding of Tibetan Institute of Arts (1959-84),"Norbu, Jamyang (Ed)",,,NOR,Q6ta3,Library of Tibetan Works and Archives,1986,1986,Dharamsala,,146,,,,,,,,,Book,,11/03/2004,,,
1243,Buddhist Poems ,A Selection 1920 - 1970,"Humphreys, Christmas",,,HUM,Q7a,George Allen Unwin for the Buddhist Society,1971,1971,London,1st,525,,0 04 821026 9,English,,12.99,,,,Book,,,,,
3867,Mountain Side (The),,"Humphreys, Christmas",,,HUM,Q7a,The Buddhist Society,1979,1979,London,1st,525,,,,,,,,,Book,,21/03/2005,,,
3236,Poems of Peace & War,,"Humphreys, Christmas",,,HUM,Q7a,The Favil Press,1941,1941,London,1st,538,,,English,,19.99,,,,Book,24,11/11/2002,,,
1244,Shadows and Other Poems,,"Humphreys, Christmas",,,HUM,Q7a,The Favil Press,1945,1945,London,1st,525,,,English,,12.99,,,,Book,,,,,
1288,Zen Contemplations,An Introduction to Buddhism,"Kirkup, James",,,KIR,Q7a,Kytoto Editions,1978,1978,Osaka,1st,281,,,English,,8.95,,,,Book,,,,,
1251,Gautama and the Enlightened & Other Verses,,"Masefield, John",,,MAS,Q7a,Heinemann,1941,1941,London,1st,281,,,English,,8.95,,,,Book,,,,,
2888,Buddha Book,A Meeting of Images,"Olinsky, Frank",,,OLI,Q7a0,Chronicle Books,1997,1997,San Franci,1st,95,Sculpture Photography,0-8118-1777-,English,Works of art inspired by the image of the Buddha,,,,,Book,,,,,
L4704,Art of the Anagarika B Govinda (The),,"Tandan, R. C.",,,TAN,Q7a31,Kitabistan,1937,1940,Allahabad,2nd,,,,,,,,,,Book,,,,,
3121,Lama Anagarika Govinda - Bilder Aus Indien Und Tibet,,"Verlag, Irisiana",,,VER,Q7a31,P.R. WILK SEULBERG/TS,1978,1978,Germany,1st,50,,392141718X,English/German,Paintings and drawings by Lama Anagarika Govinda,,,,,Book,24,13/02/2000,,The West - Paintings,
4326,What Book!?,Buddha poems from beat to hiphop,"Gach, Gary (Ed)",,,GAC,Q7a7,Parallax Press,1998,,Berkeley,1st,,,938077929,,,,,,,Book,,,,,
2629,Seagulls & Other Poems,,"Humphreys, Christmas",,,HUM,Q7a7,The Favil Press,1942,1942,London,1st,32,,,English,,,,,,Book,,,,,
3609,Beneath a Single Moon,Buddhism in contemporary American poetry,"Johnson, Kent & Paulenich, Craig (Ed)",,,JOH,Q7a7,Shambhala,1991,1991,Boston,,358,,0-87773-535-2,,,,,,,Book,,14/09/2004,,,
L1252,Beneath a Single Moon,Buddhism in Contemporary American Poetry,"Johnson, Kent & Paulenich, Craig (Ed)",,,JOH,Q7a7,Shambhala,1991,1991,Boston,1st,281,,0-87773-535-2,English,,8.95,,,,Book,,,,,
4407,Touching the Edge,Dharma Devotions from the Hummingbird Sangha,"McClure, Michael",,,McC,Q7a7,Shambala,1999,,USA,,,,1570624402,,,,,,,Book,,,,Poetry,
3627,Canoeing Up Cabarga Creek,Buddhist Poems,"Whalen, Philip",,,WHA,Q7a7,Parallax,1996,,Berkeley,,68,,938077791,,,,,,,Book,,14/09/2004,,,
3550,Nirvana,A story of Buddhist Psychology,"Carus, Paul",,,CAR,Q7a8,Asian Educational Services,1902,1997,New Delhi,,93,,8120613015,,,,,,,Book,,11/04/2004,,,
3533,Beckett and Zen,A study of dilemma in the novels of Samuel Beckett,"Foster, Paul",,,FOS,Q7a8,Wisdom Publications,1989,,London,,295,Fiction In English Criticism,861710592,,,,,,,Book,,11/04/2004,,,
1977,Balavariani (The),A Buddhist Tale from the Christian East,"Lang, D. M.",,,LAN,Q7a8,George Allen & Unwin Ltd.,1966,1966,London,,187,,,English,Translation from Georgian,,,,,Book,,,,,
1248,Earth House Hold,Technical Notes and Queries to Fellow Dharma Revolutionaries,"Snyder, Gary",,,SNY,Q7aq7,New Directions,1957,,New York,,269,,0-8112-0195-3,English,,,,,,Book,,,,,
2624,Raven Crown (The),The Origins of Buddhist Monarchy in Bhutan,"Aris, Michael",,,ARI,S0,Serinidia Publications,1994,1994,London,1st,13,,0-906026-32-6,English,,,,,,Book,,,,,
M4661,Betrayal of Buddhism (The),An abridged version of the report of the Buddhist Committee of Inquiry,Buddhist Committee of Inquiry,,,BCI,S0,Buddhist Committee of Inquiry,1956,,Ceylon,,,,,,,,,,,Booklet,,,,,
897,Buddhism In the Modern World,The Cultural Political and Religious Significance of,"Dumoulin, Heinrich",,,DUM,S0,Collier Books,1976,1976,New York,,368,sangharakshita,0-02-084790-,English,,,,,,Book,,,,,
1505,Path of Compassion (The),Writings on socially engaged Buddhism,"Eppsteiner, Fred (Ed)",,,EPP,S0,Parallax Press,1985,1988,California,,219,,0-938077-02-,English,A collection of contributions by many authors published for the Buddhist Peace Fellowship,,,,,Book,,,,,
2918,Approach to Buddhist Social Philosophy (An),,"Gnanarama, Pategama  (Ven.)",,,GNA,S0,Ti-Sarana Buddhist Association,1996,1996,Singapore,1st,174,,9810081839,English,,,,,,Book,,,,,
L3484,Approach to Buddhist Social Philosophy (An),,"Gnanarama, Pategama  (Ven.)",,,GNA,S0,Ti-Sarana Buddhist Association,1996,1996,Singapore,,174,,9810081839,,,,,,,Book,,11/03/2004,,,
1718,Survival and Development of Humanity: the Role Of the Buddhists,,"Guruge, Ananda W. P.",,,GUR,S0,The World Fellowship of Buddhists,1983,1983,Colombo,,28,,,English,Socially active Buddhism,,,,,Book,,,,,
2806,Church State and Religious Minorities,,"Modood, Tariq (Ed)",,,MOD,S0,Policy Studies Institute,1997,,London,1st,88,Christianity judaism hinduism sikhism islam multi-faith,0 85374 724,English,A series of essay on multifaith issues including a contribution by Kulananda.,,,,,Book,,,,,
2179,Buddhist Social and Moral Education,,"Sharma, S. N. (Dr)",,,SHA,S0,Parimal Publications,1994,1994,Delhi,1st,249,ethics society,,English,An effort to present Buddhist ethics as a basis for modern social education particularly in India.,,,,,Book,,,,,
1693,Buddhist Vision For Renewing Society (A),Collected Articles by a Concerned Thai Intellectual,"Sivaraksa, Sulak",,,SIV,S0,Tienwan Publishing House,1981,1986,Bangkok,,243,,,English,Socially concerned Buddhism in Thailand,,,,,Book,,,,,
1703,Buddhism and Society,A Great Tradition and Its Burmese Vicissitudes,"Spiro, Melford E.",,,SPI,S0,University of California Press,1970,1982,California,,510,,0-520-04672-,English,A socialogical approach to Buddhism especially in Burma.,,,,,Book,,,,,
4325,Global Healing,Essays and interviews on structural violence social development and spiritual transformation,Sulak Sivaraksa,,,SUL,S0,Thai Inter-Religious Commission For Development,1999,,Bangkok,1st,,,9742601569,,,,,,,Book,,,,,
4272,Entering the Realm of Reality: Towards Dhammic Societies,,Watts Senauke  and Santikaro,,,WAT,S0,Suksit Siam,1997,,Bangkok,1st,,,9742601399,,,,,,,Book,,,,,
3479,Interbeing,Fourteen Guidelines for Engaged Buddhism,"Hanh, Thich Nhat",,,HAN,S0e0,Full Circle,1997,1997,Delhi,,77,,8176210056,,,,,,,Book,,04/03/2004,,,
L2276,Interbeing,Commentaries on the Tiep Hien Precepts,"Hanh, Thich Nhat",,,HAN,S0e0,Parallax,1987,1987,Berkeley,1st,72,vietnam zen,0 938077 06,English,Introduction to the Tiep Hien Order and its precepts,,,,,Book,,,,,
3480,Wheel of Engaged Buddhism (The),A new map of the path,"Kraft, Kenneth",,,KRA,S0e1,WeaTherhill,1999,1999,New York,,101,,,,,,,,,Book,,04/03/2004,,,
4364,We're All Doing Time,A guide for getting free.,"Lozoff, Bo",,,LOZ,S0e9,Human Kindness Foundation,1985,,,2000,,,961444401,,,,,,,Book,,,,,
3271,Relevance of Humanistic Ethics of Buddha In the Present-Day World,A Thesis submitted to the Meerut University for the degree of Ph. D.in Philosophy,"Sriburin, Phramaha Boonshoo",,,SRI,S0h0,Dept. of Philosophy - Meerut College,1992,1992,Meerut,1st,282,,,English,,,,,,Book,30,25/11/2002,,Relevance of Buddhis,
3477,Learning True Love,How I learned & practiced social change in Vietnam,"Khong, Chan",,,KHO,S0n2,Parallax Press,1993,1993,Berkeley,,258,Vietnam Biography Women Buddhist Priests,938077503,,,,,,,Book,,04/03/2004,,,
3478,Loyalty Demands Dissent,Autobiography of an engaged Buddhist,Sulak Sivaraksa,,,SUL,S0n2,Parallax Press,1998,1998,Berkeley,,253,History Thailand Biography Political Activist Social Problems,1888375108,,,,,,,Book,,04/03/2004,,,
3474,Soaring and Settling,Buddhist perspectives on contemporary social and religious issues,"Gross, Rita M.",,,GRO,S0p7,Continuum International Publishing Group,2000,2000,New York,,238,Buddhism-Social Aspects Feminism-Religious Aspects Woman (Buddhism),826411134,,,,,,,Book,,04/03/2004,,,
3481,Engaged Buddhism In the West,,"Queen, Christopher S. (Ed)",,,QUE,S0p7,Wisdom Publications,2000,2000,Boston,,544,Buddhism-Social Aspects North America Europe Politics,861711599,,,,,,,Book,,04/03/2004,,,
4366,Buddhism and the Natural World,Towards a meaningful myth,"Ryan, P. D.",,,RYA,S0p7,Windhorse publications,1998,,,,,,1899579001,,,,,,,Book,,,,,
4367,Buddhism and the Natural World,Towards a meaningful myth,"Ryan, P. D.",,,RYA,S0p7,Windhorse Publications,1998,,,,,,1899579001,,,,,,,Book,,,,,
L2870,Buddhism and the Natural World,Towards a meaningful myth,"Ryan, P. D.",,,RYA,S0p7,Windhorse,1998,1998,Birmingham,,124,,1-899579-00-,English,Ecology and the environment from a Buddhist perspective,6.99,,,,Book,,,,,
M2871,Buddhism and the Natural World,Towards a meaningful myth,"Ryan, P. D.",,,RYA,S0p7,Windhorse,1998,1998,Birmingham,,124,,1-899579-00-,English,Ecology and the environment from a Buddhist perspective,6.99,,,,Book,,,,,
4571,Why the Dalai Lama Matters,His act of truth as the solution for China Tibet and the World,"Thurman,  Robert",,,THU,S0p7,Atria/Beyond Words,2008,2008,NY/Oregon,1st,,,1-58270-220-9,,,,,,,Book,,,,,
1656,Dhamma Man and Law,,"Jayatilleke, K. N.",,,JAY,S2,The Buddhist Research Society,,,Singapore,,122,,981-00-0220-,English,The Buddhist attitude to and conception of law including international law,,,,,Book,,,,,
1713,Dhamma Man and Law,,"Jayatilleke, K. N.",,,JAY,S2,The Buddhist Research Society,,,Singapore,,122,,981-00-0220-,English,The Buddhist attitude to and conception of law including international law,,,,,Book,,,,,
1148,Sex In the World's Religions,,"Parrinder,  Geoffrey",,,PAR,S3,Sheldon Press,1980,1980,London,,263,,0 85969 370,English,The role of sex and its prohibitions in world religions,4.95,,,,Book,,,,,
2702,Feminine (The),Spacious as the Sky,"Arguelles, Jose & Miriam",,,ARG,S4,Shambala,1977,,Boulder,1st,152,New _age,0 87773 113,English,Exploration of the Feminine principle in the spiritual life of the world's religions.,,,,,Book,,,,,
3299,Traveller In Space,In Search of Female Identity in Tibetan Buddhism,"Campbell, June",,,CAM,S4,Athlone Press,1996,1996,London,,225,,485114941,English,A cross cultural study of the significance of the female in the philosophy and symbolism of Tibetan Buddhism.,,,,,Book,23,09/12/2002,,Gender Issues,
3403,Traveller In Space,Gender Identity and Tibetan Buddhism,"Campbell, June",,,CAM,S4,Continuum,1996,2002,New York,2nd,236,Women China Tibet Dakini Feminist Theory Psychoanalysis,826457193,,,,,,,Book,,08/01/2004,,,
3597,Traveller In Space,Gender Identity and Tibetan Buddhism,"Campbell, June",,,CAM,S4,Continuum,1996,2002,London,,236,Women - China - Tibet - Feminist Theory - Psychoanalysis,826457193,,,,,,,Book,,24/08/2004,,,
1666,Buddhism After Patriarchy,A Feminist History Analysis and Reconstruction of Buddhism,"Gross, Rita M.",,,GRO,S4,State University of New York Press,1993,1993,New York,,365,,0-7914-1404-,English,An anticipation of 'Post-Patriarchal Buddhism',,,,,Book,,,,,
1617,Not Mixing Up Buddhism,Essays on Women and Buddhist Practice,"Hopkinson, D. et al",,,HOP,S4,White Pine Press,1986,1986,New York,,116,feminism zen,0-934834-71-,English,A collection of essays springing from the encounter between western feminism and Zen Buddhism,,,,,Book,,,,,
1583,Thai Women In Buddhism,,"Kabilsingh, Chatsumarn",,,KAB,S4,Parallax Press,1991,1991,California,,113,,0-938077-84-,English,,,,,,Book,,,,,
4410,Women in Buddhist Literature,,"Law, Bimala Churn",,,LAW,S4,Indological Book House,1927,1981,Varanasi,,,,,,,,,,,Book,,,,Gender,
1665,Gathering of Spirit,Women Teaching in American Buddhism,"Sidor, Ellen S. (Ed)",,,SID,S4,Primary Point Press,1987,1987,Cumberland,,79,zen feminism,0-942795-00-,English,Collected talks etc by women teachers mainly of Zen,,,,,Book,,,,,
4265,Mindfulness in the Marketplace,compassionate responses to consumerism,"Badiner, Allan Hunt (Ed)",,,BAD,S5,Parallax Press,2002,,Berkeley,1st,,,1888375248,,,,,,,Book,,,,,
3538,Buddhist Economics,A middle way for the market place,"Payutto, P. A.",,,PAY,S5,Buddhadhamma Foundation,1992,1994,Bangkok,,99,,9748907031,,,,,,,Book,,11/04/2004,,,
3580,Mastering Successful Work,Skillful Means: Wake Up!,Tarthang Tulku,,,TAR,S5,Dharma Publishing,1994,,Berkeley,,269,Work - psychological aspects,898002621,,,,,,,Book,,17/08/2004,,,
4655,Mastering Successful Work,Skilful Means : Wake Up!,Tarthang Tulku,,,TAR,S5,Dharma Publishing,1994,1994,California,1st,,,0-89800-262-1,,,,,,,Book,,,,,
M1562,Mastering Successful Work,Skillful Means: Wake Up!,Tarthang Tulku,,,TAR,S5,Dharma Publishing,1994,1994,California,,269,business work,0-89800-262-,English,How to succeed in business by using Buddhist principles,,,,,Book,,,,,
3579,Skilful Means,Patterns for success,Tarthang Tulku,,,TAR,S5,Dharma Publishing,1978,1991,Berkeley,2nd,138,,898002311,,,,,,,Book,,17/08/2004,,,
3581,Ways of Work,Dynamic Action,Tarthang Tulku,,,TAR,S5,Dharma Publishing,1987,,Berkeley,,419,,898001358,,,,,,,Book,,17/08/2004,,,
2619,Economics In Buddhist Perspective,,"Wijnyasudra, Sentrat M.A.",,,WIJ,S5,Buddhist Research Society,1985,,Singapore,1st,24,ethics karma compassion,,English,Essay on the matter of right livlihood.,,,,,Book,,,,,
907,Buddhism or Communism,Which Holds the Future of Asia?,"Benz, Ernst",Richard Winston,,BEN,S9,George Allen & Unwin Ltd,1966,1966,London,,234,,,English,,,,,,Book,,,,,
5024,Buddhism or Communism,Which Holds The Future of Asia?,"Benz, Ernst",Richard Winston,,BEN,S9,George Allen & Unwin Ltd,1966,1966,London,,234,,,English,,,,,,Book,,,,,
L4710,Buddhist Peacework,Creating Cultures of Peace,"Chappell, David W.",,,CHA,S9,Wisomd Publications,1999,1999,Massachusetts,1st,,,0-8617-1167-X,,,,,,,Book,,,,,
4324,Buddhist Peacework,Creating Cultures of Peace,"Chappell, David W. (Editor)",,,CHA,S9,Wisdom Publications,1999,1999,Boston,1st,,,086171167x,,,,,,,Book,,,,,
1957,Freedom: Individual and Social,,"Rajavaramuni, Phra",,,RAJ,S9,Author,1987,1987,Bangkok,,53,peace sangha,,English,Publication of two lectures: 'Buddhism and Peace' and 'Sangha: the Ideal World Community',,,,,Book,,,,,
2696,Buddhism and World Peace,,Soma (Bhikkhu),Rao - Bevara Veerabhadra,,SOM,S9,Buddhist Cultural Organisation,,,Kothapet,1st,20,,,Telugu,,,,,,Book,,,,,
3468,Compassionate Revolution (The),Radical politics and buddhism,"Edwards, David",,,EDW,S9a5,Green Books Ltd,1998,1998,Totnes,,228,,1870098706,,,,,,,Book,,04/03/2004,,,
3486,Buddhism and Politics,in Twentieth Century Asia,"Harris, Ian (Ed)",,,HAR,S9a5,Continuum,1999,1999,New York,,300,,1855675986,,,,,,,Book,,11/03/2004,,,
L3473,World As Lover World As Self,,"Macy, Joanna",,,MAC,S9a5,Parallax Press,1991,1991,Berkeley,,251,Buddhisn-Social Aspects Human Ecology Philosophy,938077279,,,,,,,Book,,04/03/2004,,,
3476,Engaged Buddhism,Buddhist liberation movements in Asia,"Queen, Christopher S. (Ed)",,,QUE,S9a5,State University of New York Press,1996,1996,New York,,446,Buddhism-Social Aspects Asia,791428435,,,,,,,Book,,04/03/2004,,,
L3064,Engaged Buddhism,Buddhist liberation movements in Asia,"Queen, Christopher S. (Ed)",,,QUE,S9a5,State University of New York Press,1996,1996,Albany,1st,446,,791428443,English,Collection of articles about socially active Buddhist movements (inc TBMSG),,Has article by Saramati in it,,,Book,23,17/05/1999,,Buddhism and Society,
L665,Buddhist Approach to Peace (A),,"Niwano, Nikkyo",Masuo Nezu,,NIW,S9j5,Kosei Publishing Co.,1977,1977,Tokyo,,162,,,English,Concerned with author's peace work draws on Lotus Sutra,,,,,Book,,,,,
